Taxon,Collector,Collector's #,Mother tree generalised location collected,Latitude degrees (south),Latitude minutes (south),Latitude seconds (south),Longitude degrees (east),Longitude minutes (east),Longitude seconds (east),Row #,Tree #,Status in Feb 2016,Drought stress (June 2019),Time since death (June 2019),2006 dieback/death,Maturity at June 2019,Year planted,RowTree,,,
Eucalyptus coolabah,-,-,Unknown origin,-,-,-,-,-,-,132,1,Dead,,,,,1997,R132/T01,,,
Eucalyptus yumbarrana,D.Nicolle,1808,"Koonibba, SA",31,50,51,133,27,27,132,10,Alive,None evident,,None evident,Flowered,1997,R132/T10,,,
Eucalyptus yumbarrana,D.Nicolle,1808,"Koonibba, SA",31,50,51,133,27,27,132,11,Alive,None evident,,None evident,Flowered,1997,R132/T11,,,
Eucalyptus yumbarrana,D.Nicolle,1808,"Koonibba, SA",31,50,51,133,27,27,132,12,Alive,None evident,,None evident,,1997,R132/T12,,,
Eucalyptus minniritchi,D.Nicolle,1354,"Mt Hermannsburg, NT",24,0,0,132,39,3,132,13,Dead,,,,,1997,R132/T13,,,
Eucalyptus minniritchi,D.Nicolle,1354,"Mt Hermannsburg, NT",24,0,0,132,39,3,132,14,Alive,None evident,,None evident,Flowered,1997,R132/T14,,,
Eucalyptus minniritchi,D.Nicolle,1354,"Mt Hermannsburg, NT",24,0,0,132,39,3,132,15,Alive,None evident,,None evident,Flowered,1997,R132/T15,,,
Eucalyptus minniritchi,D.Nicolle,1354,"Mt Hermannsburg, NT",24,0,0,132,39,3,132,16,Alive,None evident,,None evident,Flowered,1997,R132/T16,,,
Eucalyptus prominens,D.Nicolle,1184,"Cape Range, WA",22,7,1,114,2,27,132,17,Alive,None evident,,None evident,Flowered,1997,R132/T17,,,
Eucalyptus prominens,D.Nicolle,1184,"Cape Range, WA",22,7,1,114,2,27,132,18,Dead,,,,,1997,R132/T18,,,
Eucalyptus youngiana (glaucous form),D.Nicolle,1535,"Neale Junction, WA",28,18,18,125,50,37,132,19,Alive,None evident,,None evident,Flowered,1997,R132/T19,,,
Eucalyptus coolabah,-,-,Unknown origin,-,-,-,-,-,-,132,2,Alive,None evident,,None evident,,1997,R132/T02,,,
Eucalyptus youngiana (glaucous form),D.Nicolle,1535,"Neale Junction, WA",28,18,18,125,50,37,132,20,Alive,None evident,,None evident,Flowered,1997,R132/T20,,,
Eucalyptus leptophleba,D.Nicolle,1313,"Laura, Qld",15,38,59,144,31,38,132,21,Alive,Dead (non-drought),<6 months,None evident,,1997,R132/T21,,,
Eucalyptus leptophleba,D.Nicolle,1313,"Laura, Qld",15,38,59,144,31,38,132,22,Alive,Dead (non-drought),<6 months,None evident,,1997,R132/T22,,,
Eucalyptus leptophleba,D.Nicolle,1313,"Laura, Qld",15,38,59,144,31,38,132,23,Alive,None evident,,None evident,Flowered,1997,R132/T23,,,
Eucalyptus leptophleba,D.Nicolle,1313,"Laura, Qld",15,38,59,144,31,38,132,24,Dead,,,,,1997,R132/T24,,,
Eucalyptus alatissima,D.Nicolle,1530,"Ilkurlka, WA",28,18,45,127,14,15,132,25,Dead,,,,,1997,R132/T25,,,
Eucalyptus alatissima,D.Nicolle,1530,"Ilkurlka, WA",28,18,45,127,14,15,132,26,Alive,None evident,,None evident,Flowered,1997,R132/T26,,,
Eucalyptus comitae-vallis,D.Nicolle,1897,"Marchagee, WA",30,6,49,115,59,30,132,27,Alive,None evident,,None evident,Flowered,1997,R132/T27,,,
Eucalyptus comitae-vallis,D.Nicolle,1897,"Marchagee, WA",30,6,49,115,59,30,132,28,Alive,None evident,,None evident,,1997,R132/T28,,,
Eucalyptus comitae-vallis,D.Nicolle,1897,"Marchagee, WA",30,6,49,115,59,30,132,29,Alive,None evident,,None evident,Flowered,1997,R132/T29,,,
Eucalyptus coolabah,-,-,Unknown origin,-,-,-,-,-,-,132,3,Alive,Slight,,None evident,,1997,R132/T03,,,
Eucalyptus comitae-vallis,D.Nicolle,1897,"Marchagee, WA",30,6,49,115,59,30,132,30,Alive,None evident,,None evident,Flowered,1997,R132/T30,,,
Eucalyptus kitsoniana,D.Nicolle,1720,"Portland, Vic",38,14,19,141,26,32,132,31,Dead,,,,,1997,R132/T31,,,
Eucalyptus kitsoniana,D.Nicolle,1720,"Portland, Vic",38,14,19,141,26,32,132,32,Dead,,,,,1997,R132/T32,,,
Eucalyptus kitsoniana x E. ovata subsp. grandiflora,D.Nicolle,1720,"Portland, Vic",38,14,19,141,26,32,132,33,Alive,Dead,1 - 2 years,None evident,Flowered,1997,R132/T33,,,
Eucalyptus kitsoniana,D.Nicolle,1720,"Portland, Vic",38,14,19,141,26,32,132,34,Dead,,,,,1997,R132/T34,,,
Eucalyptus coolabah,-,-,Unknown origin,-,-,-,-,-,-,132,4,Alive,None evident,,None evident,,1997,R132/T04,,,
Corymbia aparrerinja,-,-,Unknown origin,-,-,-,-,-,-,132,5,Alive,None evident,,None evident,,1997,R132/T05,,,
Corymbia aparrerinja,-,-,Unknown origin,-,-,-,-,-,-,132,6,Alive,None evident,,None evident,,1997,R132/T06,,,
Corymbia aparrerinja,-,-,Unknown origin,-,-,-,-,-,-,132,7,Alive,Dead (non-drought),2 - 3 years,None evident,,1997,R132/T07,,,
Corymbia aparrerinja,-,-,Unknown origin,-,-,-,-,-,-,132,8,Alive,None evident,,None evident,,1997,R132/T08,,,
Eucalyptus yumbarrana,D.Nicolle,1808,"Koonibba, SA",31,50,51,133,27,27,132,9,Alive,None evident,,None evident,Flowered,1997,R132/T09,,,
Eucalyptus gardneri subsp. ravensthorpensis,D.Nicolle,1636,"Ravensthorpe, WA",33,35,53,120,10,45,133,1,Alive,None evident,,None evident,Flowered,1997,R133/T01,,,
Eucalyptus kumarlensis,D.Nicolle,1844,"Peak Charles, WA",33,0,31,121,9,35,133,10,Alive,Fell Jul 2016,,,,1997,R133/T10,,,
Eucalyptus kumarlensis,D.Nicolle,1844,"Peak Charles, WA",33,0,31,121,9,35,133,11,Alive,None evident,,None evident,Flowered,1997,R133/T11,,,
Eucalyptus kumarlensis,D.Nicolle,1844,"Peak Charles, WA",33,0,31,121,9,35,133,12,Dead,,,,,1997,R133/T12,,,
Eucalyptus pyriformis,D.Nicolle,1660,"Dowerin, WA",31,12,49,117,0,16,133,13,Alive,None evident,,None evident,Flowered,1997,R133/T13,,,
Eucalyptus pyriformis,D.Nicolle,1660,"Dowerin, WA",31,12,49,117,0,16,133,14,Alive,None evident,,None evident,Flowered,1997,R133/T14,,,
Eucalyptus pyriformis,D.Nicolle,1660,"Dowerin, WA",31,12,49,117,0,16,133,15,Alive,None evident,,None evident,Flowered,1997,R133/T15,,,
Eucalyptus pyriformis,D.Nicolle,1660,"Dowerin, WA",31,12,49,117,0,16,133,16,Alive,None evident,,None evident,Flowered,1997,R133/T16,,,
Eucalyptus assimilans,D.Nicolle,1826,"Balladonia, WA",32,14,58,123,25,24,133,17,Alive,None evident,,None evident,Flowered,1997,R133/T17,,,
Eucalyptus assimilans,D.Nicolle,1826,"Balladonia, WA",32,14,58,123,25,24,133,18,Alive,None evident,,None evident,Flowered,1997,R133/T18,,,
Eucalyptus assimilans,D.Nicolle,1826,"Balladonia, WA",32,14,58,123,25,24,133,19,Alive,None evident,,None evident,Flowered,1997,R133/T19,,,
Eucalyptus gardneri subsp. ravensthorpensis,D.Nicolle,1636,"Ravensthorpe, WA",33,35,53,120,10,45,133,2,Alive,None evident,,None evident,Flowered,1997,R133/T02,,,
Eucalyptus assimilans,D.Nicolle,1826,"Balladonia, WA",32,14,58,123,25,24,133,20,Alive,None evident,,None evident,Flowered,1997,R133/T20,,,
Eucalyptus urna,D.Nicolle,1817,"Caiguna, WA",32,19,19,125,3,49,133,21,Alive,None evident,,None evident,Flowered,1997,R133/T21,,,
Eucalyptus urna,D.Nicolle,1817,"Caiguna, WA",32,19,19,125,3,49,133,22,Alive,Fell Jul 2016,,,,1997,R133/T22,,,
Eucalyptus urna,D.Nicolle,1817,"Caiguna, WA",32,19,19,125,3,49,133,23,Alive,None evident,,None evident,Flowered,1997,R133/T23,,,
Eucalyptus urna,D.Nicolle,1817,"Caiguna, WA",32,19,19,125,3,49,133,24,Dead,,,,,1997,R133/T24,,,
Eucalyptus cretata,D.Nicolle,1689,"Darke Peak, SA",33,27,11,136,13,28,133,25,Alive,None evident,,None evident,Flowered,1997,R133/T25,,,
Eucalyptus cretata,D.Nicolle,1689,"Darke Peak, SA",33,27,11,136,13,28,133,26,Alive,None evident,,None evident,Flowered,1997,R133/T26,,,
Eucalyptus cretata,D.Nicolle,1689,"Darke Peak, SA",33,27,11,136,13,28,133,27,Alive,None evident,,None evident,Flowered,1997,R133/T27,,,
Eucalyptus cretata,D.Nicolle,1689,"Darke Peak, SA",33,27,11,136,13,28,133,28,Alive,None evident,,None evident,Flowered,1997,R133/T28,,,
Eucalyptus leucophylla (E. tephrodes),D.Nicolle,1941,"Halls Creek, WA",18,34,3,127,36,2,133,29,Dead,,,,,1997,R133/T29,,,
Eucalyptus gardneri subsp. ravensthorpensis,D.Nicolle,1636,"Ravensthorpe, WA",33,35,53,120,10,45,133,3,Alive,None evident,,None evident,Flowered,1997,R133/T03,,,
Eucalyptus leucophylla (E. tephrodes),D.Nicolle,1941,"Halls Creek, WA",18,34,3,127,36,2,133,30,Alive,None evident,,None evident,,1997,R133/T30,,,
Corymbia pachycarpa,D.Nicolle,1939,"Billiluna, WA",18,20,51,127,33,25,133,31,,,,,,1997,R133/T31,,,
Corymbia pachycarpa,D.Nicolle,1939,"Billiluna, WA",18,20,51,127,33,25,133,32,Dead,,,,,1997,R133/T32,,,
Corymbia pachycarpa,D.Nicolle,1939,"Billiluna, WA",18,20,51,127,33,25,133,33,Dead,,,,,1997,R133/T33,,,
Corymbia pachycarpa,D.Nicolle,1939,"Billiluna, WA",18,20,51,127,33,25,133,34,Dead,,,,,1997,R133/T34,,,
Eucalyptus lirata,D.Nicolle,1917,"Mt Elizabeth Station, WA",16,28,42,126,12,11,133,35,Dead,,,,,1997,R133/T35,,,
Eucalyptus lirata,D.Nicolle,1917,"Mt Elizabeth Station, WA",16,28,42,126,12,11,133,36,Dead,,,,,1997,R133/T36,,,
Eucalyptus lirata,D.Nicolle,1917,"Mt Elizabeth Station, WA",16,28,42,126,12,11,133,37,Dead,,,,,1997,R133/T37,,,
Eucalyptus gardneri subsp. ravensthorpensis,D.Nicolle,1636,"Ravensthorpe, WA",33,35,53,120,10,45,133,4,Alive,Fell Jul 2016,,,,1997,R133/T04,,,
Eucalyptus albens,D.Nicolle,1676,"Melrose, SA",32,55,3,138,9,32,133,5,Alive,None evident,,None evident,Flowered,1997,R133/T05,,,
Eucalyptus albens,D.Nicolle,1676,"Melrose, SA",32,55,3,138,9,32,133,6,Alive,None evident,,None evident,Flowered,1997,R133/T06,,,
Eucalyptus albens,D.Nicolle,1676,"Melrose, SA",32,55,3,138,9,32,133,7,Alive,None evident,,None evident,Flowered,1997,R133/T07,,,
Eucalyptus albens,D.Nicolle,1676,"Melrose, SA",32,55,3,138,9,32,133,8,Alive,Dead,2 - 3 years,None evident,,1997,R133/T08,,,
Eucalyptus kumarlensis,D.Nicolle,1844,"Peak Charles, WA",33,0,31,121,9,35,133,9,Alive,None evident,,None evident,Flowered,1997,R133/T09,,,
Eucalyptus neutra,D.Nicolle,1874,"Boxwood Hill, WA",34,23,43,118,44,13,134,1,Alive,None evident,,None evident,Flowered,1997,R134/T01,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1621,"Borden, WA",34,11,40,118,4,24,134,10,Alive,None evident,,None evident,Flowered,1997,R134/T10,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1621,"Borden, WA",34,11,40,118,4,24,134,11,Dead,,,,,1997,R134/T11,,,
Eucalyptus sepulcralis,D.Nicolle,1635,"Eyre Range 2, WA",33,54,18,119,56,59,134,12,Dead,,,,,1997,R134/T12,,,
Eucalyptus sepulcralis,D.Nicolle,1635,"Eyre Range 2, WA",33,54,18,119,56,59,134,13,Alive,None evident,,None evident,Flowered,1997,R134/T13,,,
Eucalyptus sepulcralis,D.Nicolle,1635,"Eyre Range 2, WA",33,54,18,119,56,59,134,14,Alive,None evident,,None evident,Flowered,1997,R134/T14,,,
Eucalyptus sepulcralis,D.Nicolle,1635,"Eyre Range 2, WA",33,54,18,119,56,59,134,15,Dead,,,,,1997,R134/T15,,,
Eucalyptus conferruminata subsp. 'eastern mainland',D.Nicolle,1639,"Cape Le Grand, WA",33,59,39,122,13,15,134,16,Alive,None evident,,None evident,Flowered,1997,R134/T16,,,
Eucalyptus conferruminata subsp. 'eastern mainland',D.Nicolle,1639,"Cape Le Grand, WA",33,59,39,122,13,15,134,17,Dead,,,,,1997,R134/T17,,,
Eucalyptus conferruminata subsp. 'eastern mainland',D.Nicolle,1639,"Cape Le Grand, WA",33,59,39,122,13,15,134,18,Dead,,,,,1997,R134/T18,,,
Eucalyptus conferruminata subsp. 'eastern mainland',D.Nicolle,1639,"Cape Le Grand, WA",33,59,39,122,13,15,134,19,Alive,None evident,,None evident,Flowered,1997,R134/T19,,,
Eucalyptus neutra,D.Nicolle,1874,"Boxwood Hill, WA",34,23,43,118,44,13,134,2,Alive,None evident,,None evident,Flowered,1997,R134/T02,,,
Eucalyptus moderata,D.Nicolle,1661,"Dowerin, WA",31,21,35,117,3,45,134,20,Alive,None evident,,None evident,Flowered,1997,R134/T20,,,
Eucalyptus moderata,D.Nicolle,1661,"Dowerin, WA",31,21,35,117,3,45,134,21,Alive,None evident,,None evident,Flowered,1997,R134/T21,,,
Eucalyptus moderata,D.Nicolle,1661,"Dowerin, WA",31,21,35,117,3,45,134,22,Alive,None evident,,None evident,Flowered,1997,R134/T22,,,
Eucalyptus moderata,D.Nicolle,1661,"Dowerin, WA",31,21,35,117,3,45,134,23,Alive,None evident,,None evident,Flowered,1997,R134/T23,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1883,"Amelup, WA",34,15,49,118,14,35,134,24,Dead,,,,,1997,R134/T24,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1883,"Amelup, WA",34,15,49,118,14,35,134,25,Alive,None evident,,None evident,Flowered,1997,R134/T25,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1883,"Amelup, WA",34,15,49,118,14,35,134,26,Alive,None evident,,None evident,Flowered,1997,R134/T26,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1883,"Amelup, WA",34,15,49,118,14,35,134,27,Dead,,,,,1997,R134/T27,,,
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,"Cape Le Grand, WA",33,58,24,122,7,53,134,28,Alive,None evident,,None evident,Flowered,1997,R134/T28,,,
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,"Cape Le Grand, WA",33,58,24,122,7,53,134,29,Dead,,,,,1997,R134/T29,,,
Eucalyptus neutra,D.Nicolle,1874,"Boxwood Hill, WA",34,23,43,118,44,13,134,3,Alive,None evident,,None evident,Flowered,1997,R134/T03,,,
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,"Cape Le Grand, WA",33,58,24,122,7,53,134,30,Alive,Slight,,None evident,Flowered,1997,R134/T30,,,
Corymbia polycarpa,D.Nicolle,1902,"Broome, WA",17,47,55,122,48,2,134,31,Dead,,,,,1997,R134/T31,,,
Corymbia polycarpa,D.Nicolle,1902,"Broome, WA",17,47,55,122,48,2,134,32,Dead,,,,,1997,R134/T32,,,
Corymbia polycarpa,D.Nicolle,1902,"Broome, WA",17,47,55,122,48,2,134,33,Dead,,,,,1997,R134/T33,,,
Eucalyptus socialis subsp. socialis,D.Nicolle,1804,"Roseworthy, SA",34,30,11,138,41,41,134,34,Alive,None evident,,None evident,Flowered,1997,R134/T34,,,
Eucalyptus socialis subsp. socialis,D.Nicolle,1804,"Roseworthy, SA",34,30,11,138,41,41,134,35,Alive,None evident,,None evident,Flowered,1997,R134/T35,,,
Eucalyptus socialis subsp. socialis,D.Nicolle,1804,"Roseworthy, SA",34,30,11,138,41,41,134,36,Alive,None evident,,None evident,Flowered,1997,R134/T36,,,
Eucalyptus socialis subsp. socialis,D.Nicolle,1804,"Roseworthy, SA",34,30,11,138,41,41,134,37,Alive,None evident,,None evident,Flowered,1997,R134/T37,,,
Eucalyptus neutra,D.Nicolle,1874,"Boxwood Hill, WA",34,23,43,118,44,13,134,4,Alive,None evident,,None evident,Flowered,1997,R134/T04,,,
Corymbia stockeri subsp. stockeri (C. lamprophylla),D.Nicolle,1290,"White Mountains NP, Qld",20,42,15,145,13,50,134,5,Dead,,,,,1997,R134/T05,,,
Corymbia stockeri subsp. stockeri (C. lamprophylla),D.Nicolle,1290,"White Mountains NP, Qld",20,42,15,145,13,50,134,6,Dead,,,,,1997,R134/T06,,,
Corymbia stockeri subsp. stockeri (C. lamprophylla),D.Nicolle,1290,"White Mountains NP, Qld",20,42,15,145,13,50,134,7,Dead,,,,,1997,R134/T07,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1621,"Borden, WA",34,11,40,118,4,24,134,8,Dead,,,,,1997,R134/T08,,,
Eucalyptus vegrandis subsp. recondita,D.Nicolle,1621,"Borden, WA",34,11,40,118,4,24,134,9,Dead,,,,,1997,R134/T09,,,
Eucalyptus educta,D.Nicolle,1562,"Dromedaries Hill 1, WA",29,55,44,117,52,29,135,1,Dead,,,,,1997,R135/T01,,,
Eucalyptus oxymitra,D.Nicolle,1704,"Birksgate Range, SA",27,27,41,129,53,12,135,10,Dead,,,,,1997,R135/T10,,,
Eucalyptus gillenii,D.Nicolle,1703,"Birksgate Range, SA",27,2,20,129,52,29,135,11,Alive,None evident,,None evident,Flowered,1997,R135/T11,,,
Eucalyptus gillenii,D.Nicolle,1703,"Birksgate Range, SA",27,2,20,129,52,29,135,12,Alive,None evident,,None evident,Flowered,1997,R135/T12,,,
Eucalyptus gillenii,D.Nicolle,1703,"Birksgate Range, SA",27,2,20,129,52,29,135,13,Alive,None evident,,None evident,Flowered,1997,R135/T13,,,
Eucalyptus gillenii,D.Nicolle,1703,"Birksgate Range, SA",27,2,20,129,52,29,135,14,Alive,None evident,,None evident,Flowered,1997,R135/T14,,,
Corymbia eremaea subsp. eremaea,D.Nicolle,1708,"Iltur outstation, SA",27,27,58,130,29,39,135,15,Dead,,,,,1997,R135/T15,,,
Corymbia eremaea subsp. eremaea,D.Nicolle,1708,"Iltur outstation, SA",27,27,58,130,29,39,135,16,Dead,,,,,1997,R135/T16,,,
Corymbia eremaea subsp. eremaea,D.Nicolle,1708,"Iltur outstation, SA",27,27,58,130,29,39,135,17,Alive,None evident,,None evident,,1997,R135/T17,,,
Eucalyptus gillii,D.Nicolle,1715,"Gammon Ranges, SA",30,36,3,139,3,31,135,18,Alive,None evident,,None evident,Flowered,1997,R135/T18,,,
Eucalyptus gillii,D.Nicolle,1715,"Gammon Ranges, SA",30,36,3,139,3,31,135,19,Alive,None evident,,None evident,,1997,R135/T19,,,
Eucalyptus educta,D.Nicolle,1562,"Dromedaries Hill 1, WA",29,55,44,117,52,29,135,2,Dead,,,,,1997,R135/T02,,,
Eucalyptus gillii,D.Nicolle,1715,"Gammon Ranges, SA",30,36,3,139,3,31,135,20,Alive,None evident,,None evident,Flowered,1997,R135/T20,,,
Eucalyptus gillii,D.Nicolle,1715,"Gammon Ranges, SA",30,36,3,139,3,31,135,21,Alive,None evident,,None evident,Flowered,1997,R135/T21,,,
Eucalyptus percostata,D.Nicolle,1603,"Devils Peak 2, SA",32,25,,38,0,,135,22,Alive,None evident,,None evident,Flowered,1997,R135/T22,,,
Eucalyptus percostata,D.Nicolle,1603,"Devils Peak 2, SA",32,25,,38,0,,135,23,Alive,None evident,,None evident,Flowered,1997,R135/T23,,,
Eucalyptus percostata,D.Nicolle,1603,"Devils Peak 2, SA",32,25,,38,0,,135,24,Alive,None evident,,None evident,Flowered,1997,R135/T24,,,
Eucalyptus cajuputea,D.Nicolle,1691,"Iron Dutchess, SA",33,14,,137,7,,135,25,Alive,None evident,,None evident,Flowered,1997,R135/T25,,,
Eucalyptus cajuputea,D.Nicolle,1691,"Iron Dutchess, SA",33,14,,137,7,,135,26,Alive,None evident,,None evident,Flowered,1997,R135/T26,,,
Eucalyptus cajuputea,D.Nicolle,1691,"Iron Dutchess, SA",33,14,,137,7,,135,27,Alive,None evident,,None evident,Flowered,1997,R135/T27,,,
Eucalyptus cajuputea,D.Nicolle,1691,"Iron Dutchess, SA",33,14,,137,7,,135,28,Dead,,,,,1997,R135/T28,,,
Eucalyptus diversifolia subsp. hesperia,D.Nicolle,1811,"Border Village, SA",31,39,35,129,7,50,135,29,Alive,None evident,,None evident,Flowered,1997,R135/T29,,,
Eucalyptus educta,D.Nicolle,1562,"Dromedaries Hill 1, WA",29,55,44,117,52,29,135,3,Dead,,,,,1997,R135/T03,,,
Eucalyptus diversifolia subsp. hesperia,D.Nicolle,1811,"Border Village, SA",31,39,35,129,7,50,135,30,Alive,None evident,,None evident,Flowered,1997,R135/T30,,,
Eucalyptus diversifolia subsp. hesperia,D.Nicolle,1811,"Border Village, SA",31,39,35,129,7,50,135,31,Alive,None evident,,None evident,Flowered,1997,R135/T31,,,
Eucalyptus diversifolia subsp. hesperia,D.Nicolle,1811,"Border Village, SA",31,39,35,129,7,50,135,32,Alive,None evident,,None evident,Flowered,1997,R135/T32,,,
Corymbia dampieri,D.Nicolle,1900,"Legrange, WA",18,38,26,121,56,40,135,33,Dead,,,,,1997,R135/T33,,,
Corymbia dampieri,D.Nicolle,1900,"Legrange, WA",18,38,26,121,56,40,135,34,Dead,,,,,1997,R135/T34,,,
Corymbia dampieri,D.Nicolle,1900,"Legrange, WA",18,38,26,121,56,40,135,35,Dead,,,,,1997,R135/T35,,,
Corymbia dampieri,D.Nicolle,1900,"Legrange, WA",18,38,26,121,56,40,135,36,Dead,,,,,1997,R135/T36,,,
Eucalyptus flocktoniae subsp. flocktoniae x E. occidentalis,D.Nicolle,1881,"Amelup, WA",34,15,55,118,18,31,135,37,Alive,None evident,,None evident,Flowered,1997,R135/T37,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1828,"Balladonia, WA",32,12,8,123,19,52,135,4,Alive,Dead (non-drought),,,,1997,R135/T04,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1828,"Balladonia, WA",32,12,8,123,19,52,135,5,Alive,None evident,,None evident,Flowered,1997,R135/T05,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1828,"Balladonia, WA",32,12,8,123,19,52,135,6,Alive,None evident,,None evident,Flowered,1997,R135/T06,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1828,"Balladonia, WA",32,12,8,123,19,52,135,7,Alive,None evident,,None evident,Flowered,1997,R135/T07,,,
Eucalyptus oxymitra,D.Nicolle,1704,"Birksgate Range, SA",27,27,41,129,53,12,135,8,Alive,None evident,,None evident,,1997,R135/T08,,,
Eucalyptus oxymitra,D.Nicolle,1704,"Birksgate Range, SA",27,27,41,129,53,12,135,9,Alive,None evident,,None evident,Flowered,1997,R135/T09,,,
Eucalyptus crucis subsp. praecipua,D.Nicolle,1561,"Warrdagga Hill base, WA",29,23,16,117,30,22,136,1,Dead,,,,,1997,R136/T01,,,
Eucalyptus incrassata,D.Nicolle,1638,"Cape Le Grand, WA",33,58,49,122,7,8,136,10,Alive,None evident,,None evident,Flowered,1997,R136/T10,,,
Eucalyptus incrassata,D.Nicolle,1638,"Cape Le Grand, WA",33,58,49,122,7,8,136,11,Alive,None evident,,None evident,Flowered,1997,R136/T11,,,
Eucalyptus incrassata,D.Nicolle,1638,"Cape Le Grand, WA",33,58,49,122,7,8,136,12,Alive,None evident,,None evident,Flowered,1997,R136/T12,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,1642,"Scaddan, WA",33,28,49,121,35,2,136,13,Alive,None evident,,None evident,Flowered,1997,R136/T13,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,1642,"Scaddan, WA",33,28,49,121,35,2,136,14,Alive,None evident,,None evident,Flowered,1997,R136/T14,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,1642,"Scaddan, WA",33,28,49,121,35,2,136,15,Alive,None evident,,None evident,Flowered,1997,R136/T15,,,
Eucalyptus oleosa subsp. cylindroidea,D.Nicolle,1642,"Scaddan, WA",33,28,49,121,35,2,136,16,Dead,,,,,1997,R136/T16,,,
Eucalyptus cladocalyx x E. peninsularis,D.Nicolle,1683,"Cummins, SA",34,16,58,135,45,52,136,17,Dead,,,,,1997,R136/T17,,,
Eucalyptus cladocalyx x E. peninsularis,D.Nicolle,1683,"Cummins, SA",34,16,58,135,45,52,136,18,Alive,Dead (non-drought),,,,1997,R136/T18,,,
Eucalyptus cladocalyx x E. peninsularis,D.Nicolle,1683,"Cummins, SA",34,16,58,135,45,52,136,19,Dead,,,,,1997,R136/T19,,,
Eucalyptus crucis subsp. praecipua,D.Nicolle,1561,"Warrdagga Hill base, WA",29,23,16,117,30,22,136,2,Dead,,,,,1997,R136/T02,,,
Eucalyptus cladocalyx x E. peninsularis,D.Nicolle,1683,"Cummins, SA",34,16,58,135,45,52,136,20,Dead,,,,,1997,R136/T20,,,
Corymbia paractia,D.Nicolle,1901,"Broome, WA",17,56,23,122,12,45,136,21,Dead,,,,,1997,R136/T21,,,
Corymbia paractia,D.Nicolle,1901,"Broome, WA",17,56,23,122,12,45,136,22,Dead,,,,,1997,R136/T22,,,
Eucalyptus neutra,D.Nicolle,1855,"Newdegate 2, WA",33,6,1,118,54,3,136,23,Alive,None evident,,None evident,Flowered,1997,R136/T23,,,
Eucalyptus neutra,D.Nicolle,1855,"Newdegate 2, WA",33,6,1,118,54,3,136,24,Alive,None evident,,None evident,Flowered,1997,R136/T24,,,
Eucalyptus neutra,D.Nicolle,1855,"Newdegate 2, WA",33,6,1,118,54,3,136,25,Alive,None evident,,None evident,Flowered,1997,R136/T25,,,
Eucalyptus neutra,D.Nicolle,1855,"Newdegate 2, WA",33,6,1,118,54,3,136,26,Alive,None evident,,None evident,Flowered,1997,R136/T26,,,
Eucalyptus leucophylla,D.Nicolle,1937,"Turkey Creek, WA",17,23,12,128,2,0,136,27,Alive,None evident,,None evident,,1997,R136/T27,,,
Eucalyptus leucophylla,D.Nicolle,1937,"Turkey Creek, WA",17,23,12,128,2,0,136,28,Alive,Dead (non-drought),<6 months,None evident,,1997,R136/T28,,,
Eucalyptus leucophylla,D.Nicolle,1937,"Turkey Creek, WA",17,23,12,128,2,0,136,29,Alive,None evident,,None evident,,1997,R136/T29,,,
Eucalyptus crucis subsp. praecipua,D.Nicolle,1561,"Warrdagga Hill base, WA",29,23,16,117,30,22,136,3,Dead,,,,,1997,R136/T03,,,
Eucalyptus leucophylla,D.Nicolle,1937,"Turkey Creek, WA",17,23,12,128,2,0,136,30,Alive,None evident,,None evident,Flowered,1997,R136/T30,,,
Eucalyptus dissimulata,D.Nicolle,1629,"Lake Cairlocup, WA",33,45,28,118,46,39,136,31,Alive,None evident,,None evident,Flowered,1997,R136/T31,,,
Eucalyptus dissimulata,D.Nicolle,1629,"Lake Cairlocup, WA",33,45,28,118,46,39,136,32,Alive,None evident,,None evident,Flowered,1997,R136/T32,,,
Eucalyptus dissimulata,D.Nicolle,1629,"Lake Cairlocup, WA",33,45,28,118,46,39,136,33,Alive,None evident,,None evident,Flowered,1997,R136/T33,,,
Eucalyptus dissimulata,D.Nicolle,1629,"Lake Cairlocup, WA",33,45,28,118,46,39,136,34,Alive,None evident,,None evident,Flowered,1997,R136/T34,,,
Eucalyptus cupularis,D.Nicolle,1938,"Halls Creek, WA",18,15,24,127,42,41,136,35,Dead,,,,,1997,R136/T35,,,
